City,Latitude,Longitude,Country,Date,Max Temperature (F),Humidity %,Cloudiness %,Wind (mph)
Chimbote,-9.08,-78.59,PE,1572375216,70.68,59,42,13.0
Djibo,14.1,-1.63,BF,1572375216,94.91,23,38,4.36
Front Royal,38.92,-78.19,US,1572375277,70.0,60,40,3.36
Barcelos,-0.97,-62.93,BR,1572375277,95.05,42,70,4.92
Karasjok,69.47,25.52,NO,1572375278,28.4,79,75,17.22
Bakchar,57.02,82.07,RU,1572375278,24.91,78,60,4.94
Ola,59.58,151.3,RU,1572375278,34.93,96,100,5.19
Matagami,9.67,8.4,NG,1572375278,70.7,85,68,0.76
Ijuin,31.62,130.4,JP,1572375278,55.0,100,0,4.0
Genhe,50.78,121.52,CN,1572375279,19.89,93,98,3.36
Andra,62.52,65.89,RU,1572375279,21.56,86,59,9.19
Brownsville,25.91,-97.49,US,1572375279,89.6,55,40,9.17
Mazamari,-11.33,-74.53,PE,1572375279,82.87,42,97,3.13
Kota Belud,6.35,116.43,MY,1572375279,78.8,83,75,5.82
Barbastro,42.04,0.13,ES,1572375280,60.8,77,19,8.05
Wukari,7.87,9.78,NG,1572375280,80.69,66,20,1.83
Alegrete,-29.79,-55.79,BR,1572375280,84.85,80,87,9.78
Pochinki,54.7,44.85,RU,1572375280,37.58,74,91,9.13
Nueva Helvecia,-34.28,-57.23,UY,1572375281,73.0,61,22,17.2
Montmagny,48.97,2.34,FR,1572375281,52.0,76,100,9.17
Nigde,37.97,34.68,TR,1572375281,47.68,68,34,2.89
Ilanskiy,56.24,96.06,RU,1572375281,35.56,71,76,22.46
Mae Sai,20.44,99.89,MM,1572375282,73.4,100,40,5.82
Merced,37.3,-120.48,US,1572375282,62.01,29,1,9.17
Dulce Nombre de Culmi,15.08,-85.56,HN,1572375282,83.84,53,55,4.36
Tateyama,36.66,137.31,JP,1572375282,57.0,87,52,1.21
Pampa,35.54,-100.96,US,1572375282,33.8,58,90,8.05
Pueblo Nuevo,-32.93,-68.73,AR,1572375283,78.8,21,0,4.7
Barguzin,53.62,109.63,RU,1572375283,37.58,93,100,8.41
Senneterre,48.39,-77.24,CA,1572375283,44.6,87,90,16.11
Muli,28.08,109.56,CN,1572375283,56.05,72,0,2.37
Aguimes,27.91,-15.45,ES,1572375284,75.2,73,0,1.12
North Myrtle Beach,33.83,-78.68,US,1572375284,75.0,78,40,5.82
Killybegs,54.63,-8.45,IE,1572375284,46.4,70,11,10.29
Vieux-Habitants,16.06,-61.77,GP,1572375284,84.2,74,100,11.41
Fontem,5.49,9.85,CM,1572375285,64.4,91,99,2.84
Jishu,44.29,126.79,CN,1572375285,34.12,57,0,9.26
Gloucester,51.87,-2.25,GB,1572375285,50.0,76,20,8.05
Cocorit,27.57,-109.96,MX,1572375285,82.4,37,5,4.7
Sabya,17.15,42.62,SA,1572375285,87.8,66,20,6.93
Superior,47.19,-114.89,US,1572375286,21.0,71,1,4.7
Loa Janan,-0.58,117.09,ID,1572375286,73.54,97,54,2.06
Bay Saint Louis,30.31,-89.33,US,1572375286,68.0,88,90,11.41
Kirovskiy,45.09,133.51,RU,1572375286,35.51,74,58,8.25
Annau,37.89,58.52,TM,1572375286,59.0,51,40,6.93
Talas,42.52,72.24,KG,1572375287,44.92,23,0,4.38
Ivankiv,50.93,29.9,UA,1572375287,44.01,75,100,6.71
Lahaina,20.87,-156.68,US,1572375287,79.0,94,40,3.36
West Bay,49.34,-123.21,CA,1572375287,48.0,31,20,11.41
Pathein,16.78,94.73,MM,1572375288,80.85,83,12,4.61
Rach Gia,10.02,105.08,VN,1572375288,78.8,94,20,3.36
Lenine,45.3,35.78,UA,1572375288,57.56,75,99,6.4
Mirabad,28.27,61.33,IR,1572375288,69.6,25,71,4.72
Biloela,-24.4,150.51,AU,1572375289,64.18,78,97,10.74
Chapeco,-27.1,-52.62,BR,1572375043,97.0,55,40,9.17
Tambun,-6.26,107.07,ID,1572375289,80.01,78,40,3.36
Bay City,43.59,-83.89,US,1572375350,48.99,70,90,4.7
Duki,30.15,68.58,PK,1572375350,67.32,28,0,6.22
Mocuba,-16.84,36.99,MZ,1572375351,89.58,27,0,7.31
Lenger,42.18,69.89,KZ,1572375351,53.6,46,7,2.24
Sovetskiy,56.76,48.47,RU,1572375351,27.79,59,37,2.89
Glendive,47.11,-104.71,US,1572375351,21.0,67,90,25.28
Pacifica,37.61,-122.49,US,1572375352,66.99,67,40,4.9
Bairnsdale,-37.83,147.63,AU,1572375352,60.01,41,0,1.01
Kropotkin,45.43,40.58,RU,1572375352,59.0,63,76,2.01
Albacete,39.0,-1.86,ES,1572375352,60.8,72,0,4.7
Tanabe,33.73,135.39,JP,1572375352,64.99,89,2,11.61
Jinchang,38.52,102.19,CN,1572375353,37.87,29,42,8.12
Bulaevo,54.91,70.44,KZ,1572375353,31.51,75,74,2.86
Nuristan,38.49,65.64,UZ,1572375353,62.6,51,2,4.7
Tianpeng,28.88,112.34,CN,1572375353,61.11,56,0,1.66
Sembakung,3.82,117.25,ID,1572375353,76.33,90,61,1.72
Billings,45.79,-108.5,US,1572375354,19.99,46,0,1.99
Bermejo,-22.73,-64.34,AR,1572375354,105.35,19,0,6.29
Nakasongola,1.32,32.46,UG,1572375354,70.61,84,47,6.02
Gashua,12.87,11.04,NG,1572375354,90.57,17,37,8.72
Perth,-31.95,115.86,AU,1572375224,60.01,93,75,5.82
Galle,10.08,-12.83,GN,1572375355,79.56,64,0,1.23
Dumai,1.68,101.45,ID,1572375355,73.62,97,32,2.89
Teknaf,20.86,92.31,BD,1572375355,71.76,98,53,2.08
Wewak,-3.55,143.63,PG,1572375355,74.88,91,100,4.12
Fowa,8.92,6.4,NG,1572375356,75.79,82,37,3.22
Mangai,-4.07,19.59,CD,1572375356,70.61,98,96,2.42
Port Hawkesbury,45.62,-61.36,CA,1572375356,54.0,71,1,12.75
Shushtar,32.05,48.86,IR,1572375356,80.76,32,0,6.4
San Borja,-14.86,-66.75,BO,1572375356,100.38,33,72,7.29
Kimbe,-5.56,150.15,PG,1572375357,73.08,92,98,2.55
Sena Madureira,-9.07,-68.66,BR,1572375125,85.89,54,100,1.5
Boda,4.32,17.47,CF,1572375357,68.97,98,48,2.42
Zauralskiy,54.79,61.24,RU,1572375357,32.0,73,75,2.24
Beira,43.2,-8.36,ES,1572375344,66.99,88,20,11.41
Velyka Lepetykha,47.18,33.94,UA,1572375358,49.77,82,100,5.95
Ostersund,63.18,14.64,SE,1572375358,34.0,80,90,5.82
Puqi,29.72,113.88,CN,1572375358,55.0,53,0,2.06
Pangai,-19.8,-174.35,TO,1572375358,75.2,94,75,9.17
Araxa,-19.59,-46.94,BR,1572375359,73.4,78,75,5.82
Collie,-33.36,116.15,AU,1572375359,52.0,67,69,2.84
Sicuani,-14.27,-71.23,PE,1572375359,57.72,13,22,13.4
Lyngseidet,69.58,20.21,NO,1572375359,30.2,86,75,2.24
Houma,35.63,111.36,CN,1572375359,52.86,31,14,2.06
Bhuj,23.25,69.67,IN,1572375360,79.29,72,95,13.96
Lakselv,70.05,24.96,NO,1572375360,30.2,79,75,17.22
Arti,56.43,58.53,RU,1572375360,27.54,68,89,2.93
